,ID,Date,Primary Type,Description,Location Description,Arrest,Domestic,District,Latitude,Longitude,X Coordinate,Y Coordinate,Year,Month,Day,Weekday,HourOfDay
1758141,8893024,2012-11-17 19:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,16.0,41.940356495,-87.77019609999999,1137461.0,1921359.0,2012,11,17,5,19
5385017,3146283,2004-01-20 16:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,14.0,41.91406232,-87.712888119,1153122.0,1911885.0,2004,1,20,1,16
3421415,6291284,2008-06-07 02:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,11.0,41.876862242,-87.743783671,1144806.0,1898270.0,2008,6,7,5,2
6255174,2064909,2002-04-04 09:30:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,14.0,41.919181037,-87.710994021,1153624.0,1913754.0,2002,4,4,3,9
1662295,9049805,2013-03-16 14:30:00,THEFT,$500 AND UNDER,STREET,True,False,14.0,41.903335416,-87.668326825,1165281.0,1908067.0,2013,3,16,5,14
3572252,6040529,2008-01-25 17:00:00,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,RESIDENCE,False,False,19.0,41.954927869,-87.689702001,1159321.0,1926823.0,2008,1,25,4,17
5048419,3580494,2004-10-02 21:29:00,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,True,False,7.0,41.764801634,-87.67444385,1164003.0,1857573.0,2004,10,2,5,21
4546591,4440457,2005-11-05 23:30:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,12.0,41.886126116999996,-87.65098781100001,1170051.0,1901833.0,2005,11,5,5,23
3092280,6820404,2009-03-20 22:18:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,6.0,41.746777826,-87.658969841,1168276.0,1851038.0,2009,3,20,4,22
4334075,4729383,2006-05-08 03:00:00,THEFT,FROM BUILDING,HOTEL/MOTEL,False,False,19.0,41.939933359,-87.652568317,1169465.0,1921437.0,2006,5,8,0,3
4936769,3735030,2005-01-01 17:55:00,ROBBERY,AGGRAVATED,SIDEWALK,False,False,11.0,41.866902523,-87.715436986,1152552.0,1894695.0,2005,1,1,5,17
1467757,9359598,2013-10-22 12:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,11.0,41.877865606,-87.745188157,1144421.0,1898633.0,2013,10,22,1,12
4011716,5271979,2007-01-22 23:00:00,THEFT,OVER $500,STREET,False,False,2.0,41.82485366,-87.611247567,1181060.0,1879594.0,2007,1,22,0,23
2132675,8302581,2011-10-11 06:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,16.0,41.993212114,-87.779092436,1134916.0,1940604.0,2011,10,11,1,6
5036657,3590714,2004-10-12 00:35:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,6.0,41.733444084,-87.616060602,1180026.0,1846274.0,2004,10,12,1,0
2611217,7569815,2010-06-16 16:45:00,THEFT,RETAIL THEFT,SIDEWALK,False,False,1.0,41.883500186999996,-87.627876698,1176352.0,1900927.0,2010,6,16,2,16
1273045,9691207,2014-07-10 13:39:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,5.0,41.66816415,-87.63557255399999,1174893.0,1822443.0,2014,7,10,3,13
3273122,6530242,2008-10-01 03:00:00,THEFT,OVER $500,STREET,False,False,2.0,41.834590341,-87.611688555,1180910.0,1883141.0,2008,10,1,2,3
2895540,7121286,2009-09-10 23:00:00,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,7.0,41.784277509,-87.666764586,1166043.0,1864686.0,2009,9,10,3,23
4423196,5200285,2006-02-23 10:50:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2.0,41.819211607,-87.60432226399999,1182965.0,1877554.0,2006,2,23,3,10
1887818,8690389,2012-07-03 16:30:00,ASSAULT,SIMPLE,STREET,False,False,2.0,41.809648146,-87.596203254,1185208.0,1874088.0,2012,7,3,1,16
1857433,8735926,2012-08-02 04:30:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,10.0,41.863470455,-87.694551866,1158250.0,1893486.0,2012,8,2,3,4
6568837,1670956,2001-08-05 15:45:18,BATTERY,SIMPLE,SIDEWALK,False,True,12.0,41.866116972,-87.663429686,1166720.0,1894515.0,2001,8,5,6,15
2110312,8356301,2011-11-02 21:00:00,ASSAULT,SIMPLE,APARTMENT,False,True,24.0,42.002848755,-87.660794204,1167047.0,1944346.0,2011,11,2,2,21
1204819,9801349,2014-10-01 07:45:00,ASSAULT,AGGRAVATED: OTHER FIREARM,SIDEWALK,False,False,25.0,41.928583143000004,-87.742760132,1144955.0,1917119.0,2014,10,1,2,7
4843251,3881361,2005-03-25 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,22.0,41.698752746,-87.671328573,1165038.0,1833512.0,2005,3,25,4,20
2861409,7233981,2009-10-11 21:25:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,False,8.0,41.807005923,-87.746808716,1144156.0,1872809.0,2009,10,11,6,21
5831845,3565805,2003-02-14 09:00:00,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,25.0,41.914137630999996,-87.726466661,1149426.0,1911886.0,2003,2,14,4,9
136649,11462692,2018-09-30 14:56:00,BATTERY,SIMPLE,GAS STATION,True,False,11.0,41.895420546,-87.720521042,1151093.0,1905077.0,2018,9,30,6,14
2014927,8489934,2012-02-21 07:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,9.0,41.795720768,-87.67765883700001,1163040.0,1868833.0,2012,2,21,1,7
3542815,6095988,2008-02-24 15:30:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,25.0,41.909828808,-87.730563349,1148322.0,1910308.0,2008,2,24,6,15
3791677,5684880,2007-07-25 18:10:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,3.0,41.780430614000004,-87.60450504100001,1183035.0,1863422.0,2007,7,25,2,18
2119438,8323500,2011-10-24 21:20:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2.0,41.794555986999995,-87.63057650299999,1175882.0,1868510.0,2011,10,24,0,21
1316337,9618290,2014-05-19 21:06:00,ASSAULT,SIMPLE,STREET,True,False,6.0,41.744326122,-87.662073544,1167436.0,1850138.0,2014,5,19,0,21
359215,11164445,2017-11-30 19:30:00,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,10.0,41.866245051,-87.71974608200001,1151380.0,1894447.0,2017,11,30,3,19
3201373,6753191,2008-12-01 13:24:00,ASSAULT,AGGRAVATED: HANDGUN,STREET,True,False,5.0,41.67965039999999,-87.620560552,1178960.0,1826662.0,2008,12,1,0,13
4204693,5092290,2006-08-14 21:34:21,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,True,False,19.0,41.965457044000004,-87.652995284,1169275.0,1930737.0,2006,8,14,0,21
6787709,1404412,2001-02-26 10:36:30,BATTERY,SIMPLE,STREET,False,False,25.0,41.908244434000004,-87.76814928,1138095.0,1909661.0,2001,2,26,0,10
3917368,5718477,2007-04-19 17:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,11.0,41.885487535,-87.726422045,1149512.0,1901446.0,2007,4,19,3,17
3220073,6611261,2008-11-14 12:15:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,22.0,41.734155961,-87.650012089,1170757.0,1846458.0,2008,11,14,4,12
5056184,3563122,2004-09-27 00:30:00,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,False,6.0,41.756595889,-87.59753266700001,1185011.0,1854753.0,2004,9,27,0,0
862585,10385969,2016-01-20 14:20:00,BATTERY,SIMPLE,RESIDENCE,False,False,4.0,41.749061653000005,-87.579995625,1189820.0,1852049.0,2016,1,20,2,14
5240102,3358974,2004-05-16 17:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,6.0,41.748485484,-87.61121719399999,1181302.0,1851766.0,2004,5,16,6,17
4645576,4322931,2005-08-22 16:45:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,25.0,41.918778453,-87.74444887,1144520.0,1913543.0,2005,8,22,0,16
873327,10366573,2016-01-03 12:00:00,THEFT,$500 AND UNDER,RESTAURANT,False,True,1.0,41.884483968000005,-87.62898961100001,1176046.0,1901283.0,2016,1,3,6,12
261871,11296264,2018-04-26 02:55:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,6.0,41.744949362,-87.600153769,1184332.0,1850503.0,2018,4,26,3,2
5880569,3161255,2003-01-02 23:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2.0,41.796366956,-87.61764414700001,1179403.0,1869199.0,2003,1,2,3,23
285480,11264145,2018-03-22 22:00:00,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,11.0,41.879601631,-87.73911332600001,1146071.0,1899277.0,2018,3,22,3,22
3729532,5777027,2007-09-11 21:00:00,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,AIRPORT/AIRCRAFT,False,False,16.0,41.976290414,-87.905227221,1100658.0,1934241.0,2007,9,11,1,21
1207920,9801113,2014-09-27 12:54:00,BATTERY,SIMPLE,STREET,False,False,12.0,41.882976265,-87.657109924,1168393.0,1900672.0,2014,9,27,5,12
640693,10755362,2016-11-10 23:00:00,DECEPTIVE PRACTICE,FORGERY,SIDEWALK,False,False,18.0,41.912590646999995,-87.65037903,1170140.0,1911478.0,2016,11,10,3,23
4904800,3790085,2005-01-31 19:30:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,False,True,11.0,41.871990173,-87.694338538,1158285.0,1896591.0,2005,1,31,0,19
993764,10166023,2015-07-24 14:45:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,8.0,41.778556781999995,-87.722756805,1150787.0,1862488.0,2015,7,24,4,14
4688546,4173485,2005-07-21 12:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,12.0,41.881755578,-87.648856708,1170644.0,1900245.0,2005,7,21,3,12
4138367,5037826,2006-10-06 08:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,14.0,41.914053539,-87.71380304,1152873.0,1911880.0,2006,10,6,4,8
3095716,6960409,2009-03-17 22:22:00,NARCOTICS,POSS: CRACK,APARTMENT,True,False,10.0,41.85253801,-87.728121086,1149134.0,1889436.0,2009,3,17,1,22
1548410,9242869,2013-07-23 09:00:00,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,8.0,41.752716922,-87.700034302,1157054.0,1853117.0,2013,7,23,1,9
2983097,6992791,2009-06-26 23:30:00,BATTERY,SIMPLE,STREET,False,False,6.0,41.757808085,-87.62313790299999,1178021.0,1855136.0,2009,6,26,4,23
242655,11321395,2018-05-21 00:59:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,2.0,41.814357969,-87.604476352,1182938.0,1875785.0,2018,5,21,0,0
934818,10266611,2015-10-07 20:00:00,ROBBERY,ATTEMPT: ARMED-OTHER DANG WEAP,GAS STATION,False,False,11.0,41.895363905,-87.726390989,1149495.0,1905045.0,2015,10,7,2,20
2639801,7516500,2010-05-21 08:00:00,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,False,4.0,41.691261532,-87.541314892,1200569.0,1831082.0,2010,5,21,4,8
4232390,4886809,2006-07-25 04:30:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,12.0,41.861698243,-87.651688112,1169931.0,1892930.0,2006,7,25,1,4
346426,11182570,2017-12-18 13:00:00,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,14.0,41.917795616999996,-87.675620751,1163255.0,1913321.0,2017,12,18,0,13
5135184,3466486,2004-08-01 01:00:00,THEFT,$500 AND UNDER,VEHICLE-COMMERCIAL,False,False,7.0,41.776690347,-87.67022338,1165121.0,1861914.0,2004,8,1,6,1
572512,10854769,2017-02-17 16:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,24.0,42.008537907,-87.69598360100001,1157467.0,1946346.0,2017,2,17,4,16
1172153,9856408,2014-11-13 01:15:00,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,False,14.0,41.903745083000004,-87.708028861,1154472.0,1908135.0,2014,11,13,3,1
3132695,6752187,2009-02-10 13:30:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,4.0,41.733015449,-87.56832745,1193056.0,1846230.0,2009,2,10,1,13
2890487,7130436,2009-09-15 12:15:00,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,False,17.0,41.964744922,-87.714849143,1152455.0,1930350.0,2009,9,15,1,12
6088774,2274296,2002-07-31 10:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,8.0,41.778657832,-87.68851260299999,1160127.0,1862593.0,2002,7,31,2,10
1934295,8619627,2012-05-19 02:30:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,9.0,41.796858634,-87.67316942299999,1164261.0,1869257.0,2012,5,19,5,2
3318629,6455425,2008-08-25 21:00:00,BATTERY,SIMPLE,SIDEWALK,False,False,3.0,41.760284994,-87.61237142,1180951.0,1856063.0,2008,8,25,0,21
3375352,6366414,2008-07-13 21:27:01,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,9.0,41.802818193,-87.655092638,1169173.0,1871467.0,2008,7,13,6,21
6496953,1763446,2001-09-26 00:30:00,BATTERY,SIMPLE,APARTMENT,True,False,3.0,41.781750443,-87.61581214799999,1179947.0,1863877.0,2001,9,26,2,0
196975,11383545,2018-07-16 07:45:00,THEFT,$500 AND UNDER,CTA TRAIN,False,False,17.0,41.954095185,-87.712915425,1153009.0,1926473.0,2018,7,16,0,7
690373,10673959,2016-09-07 10:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,4.0,41.718624401999996,-87.53407448700001,1202454.0,1841071.0,2016,9,7,2,10
4494615,4624717,2005-12-22 16:00:00,DECEPTIVE PRACTICE,BOGUS CHECK,GROCERY FOOD STORE,False,False,18.0,41.889369287,-87.634022523,1174661.0,1903052.0,2005,12,22,3,16
4982913,3666584,2004-11-21 20:30:00,THEFT,FROM BUILDING,RESTAURANT,True,False,18.0,41.895707583000004,-87.62625848399999,1176756.0,1905379.0,2004,11,21,6,20
1140410,9908545,2014-12-30 03:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,3.0,41.774070353,-87.60943820799999,1181709.0,1861093.0,2014,12,30,1,3
3753932,5738935,2007-08-23 22:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,22.0,41.685504391,-87.6555427,1169387.0,1828718.0,2007,8,23,3,22
2997215,6969998,2009-06-14 16:00:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,18.0,41.891694878,-87.62615583200001,1176796.0,1903917.0,2009,6,14,6,16
4214445,5072197,2006-08-07 13:25:49,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,22.0,41.713166589000004,-87.635716016,1174721.0,1838841.0,2006,8,7,0,13
5590231,2893541,2003-08-15 10:47:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,22.0,41.722833628000004,-87.635970445,1174623.0,1842363.0,2003,8,15,4,10
1473427,9452913,2013-10-15 09:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,False,False,16.0,41.968869006,-87.753677149,1141885.0,1931779.0,2013,10,15,1,9
645468,10742736,2016-11-04 14:30:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,11.0,41.895549905,-87.706859996,1154812.0,1905151.0,2016,11,4,4,14
5596718,2897823,2003-08-10 19:33:54,GAMBLING,GAME/DICE,SIDEWALK,True,False,7.0,41.767982397,-87.660261744,1167863.0,1858762.0,2003,8,10,6,19
1400606,9471075,2014-01-22 22:04:00,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,4.0,41.758536614,-87.586130225,1188116.0,1855487.0,2014,1,22,2,22
280271,11284342,2018-03-30 15:40:00,BATTERY,SIMPLE,OTHER,False,False,1.0,41.866810739,-87.625817031,1176963.0,1894850.0,2018,3,30,4,15
894271,10333797,2015-12-03 19:30:00,THEFT,OVER $500,STREET,False,False,18.0,41.911666585999996,-87.642247523,1172356.0,1911159.0,2015,12,3,3,19
105552,11505464,2018-11-12 11:00:00,ASSAULT,SIMPLE,RESIDENCE,False,True,16.0,41.953988184,-87.77436272700001,1136295.0,1926319.0,2018,11,12,0,11
189226,11392399,2018-07-25 22:48:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,True,False,11.0,41.886819476,-87.726607753,1149458.0,1901931.0,2018,7,25,2,22
1426058,9427648,2013-12-15 11:30:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SPORTS ARENA/STADIUM,False,False,1.0,41.863196881,-87.614817819,1179970.0,1893558.0,2013,12,15,6,11
6553548,1695556,2001-08-16 06:00:00,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,24.0,42.006426921999996,-87.674951439,1163189.0,1945620.0,2001,8,16,3,6
2084388,8388666,2011-12-01 10:00:00,THEFT,$500 AND UNDER,RESIDENCE,False,False,10.0,41.863772540999996,-87.723881422,1150260.0,1893538.0,2011,12,1,3,10
1813012,20622,2012-09-17 15:34:00,HOMICIDE,FIRST DEGREE MURDER,STREET,False,False,7.0,41.786374378000005,-87.637643655,1173979.0,1865513.0,2012,9,17,0,15
100297,11512578,2018-11-20 11:30:00,OTHER OFFENSE,TELEPHONE THREAT,"SCHOOL, PUBLIC, BUILDING",False,False,4.0,41.688218178,-87.537357913,1201660.0,1829983.0,2018,11,20,1,11
1342947,9575377,2014-04-15 23:45:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,8.0,41.752179218,-87.731729058,1148407.0,1852859.0,2014,4,15,1,23
6383677,1932975,2001-12-19 12:00:00,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,5.0,41.682834268,-87.639466644,1173786.0,1827780.0,2001,12,19,2,12
3507740,6164463,2008-03-27 22:49:41,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,5.0,41.693711277,-87.619500953,1179207.0,1831788.0,2008,3,27,3,22
1094574,9990782,2015-03-12 02:09:00,ASSAULT,SIMPLE,APARTMENT,True,False,11.0,41.881088655,-87.720764494,1151064.0,1899854.0,2015,3,12,3,2
566027,10862286,2017-02-27 08:55:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2.0,41.81126736,-87.612214507,1180838.0,1874641.0,2017,2,27,0,8
1463940,9367324,2013-10-27 11:00:00,KIDNAPPING,UNLAWFUL INTERFERE/VISITATION,RESIDENCE,False,True,22.0,41.688262954,-87.635000281,1174990.0,1829768.0,2013,10,27,6,11
3103181,6798224,2009-03-11 11:55:00,THEFT,OVER $500,STREET,False,False,17.0,41.953939092,-87.70490254,1155189.0,1926432.0,2009,3,11,2,11
5094202,3513693,2004-08-30 18:24:00,CRIMINAL TRESPASS,TO LAND,OTHER,True,False,14.0,41.904990082,-87.70685955399999,1154787.0,1908591.0,2004,8,30,0,18
5840853,2597379,2003-02-06 06:10:00,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,True,False,24.0,42.007863713,-87.66856017100001,1164922.0,1946157.0,2003,2,6,3,6
1175584,9856035,2014-11-08 02:00:00,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,False,False,18.0,41.908176407,-87.634618163,1174443.0,1909904.0,2014,11,8,5,2
4342461,4717562,2006-05-01 13:30:00,THEFT,$500 AND UNDER,STREET,False,False,1.0,41.87527595,-87.64281962700001,1172307.0,1897897.0,2006,5,1,0,13
3808350,5652725,2007-07-13 00:01:00,CRIMINAL TRESPASS,TO STATE SUP LAND,RESIDENCE,False,False,12.0,41.861001354,-87.64802451799999,1170931.0,1892684.0,2007,7,13,4,0
5425948,3091878,2003-12-15 16:30:00,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,14.0,41.926135629,-87.67903711299999,1162302.0,1916353.0,2003,12,15,0,16
2557301,7642901,2010-08-05 12:20:00,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,False,18.0,41.923638653000005,-87.648034421,1170746.0,1915509.0,2010,8,5,3,12
3764745,5722399,2007-08-15 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),False,False,20.0,41.971441363000004,-87.684137452,1160789.0,1932852.0,2007,8,15,2,1
3591680,6006429,2008-01-07 18:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,19.0,41.936014293,-87.671284178,1164384.0,1919969.0,2008,1,7,0,18
2337464,7998637,2011-03-25 12:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,8.0,41.775125861,-87.682176305,1161865.0,1861319.0,2011,3,25,4,12
4269681,4826784,2006-06-27 04:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,4.0,41.742208211,-87.556368278,1196290.0,1849609.0,2006,6,27,1,4
6794506,1399676,2001-02-20 16:00:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,12.0,41.88189583,-87.701084826,1156421.0,1900187.0,2001,2,20,1,16
230366,11338191,2018-06-04 19:00:00,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,False,1.0,41.871110393,-87.627506271,1176490.0,1896413.0,2018,6,4,0,19
6154641,2187179,2002-06-16 10:55:07,ASSAULT,SIMPLE,STREET,False,True,12.0,41.865192503,-87.659735059,1167729.0,1894186.0,2002,6,16,6,10
1022850,10115011,2015-06-16 17:55:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,24.0,41.999846001,-87.66068970200001,1167084.0,1943252.0,2015,6,16,1,17
677548,10694921,2016-09-23 15:30:00,THEFT,$500 AND UNDER,STREET,False,False,10.0,41.858099141,-87.723689347,1150327.0,1891471.0,2016,9,23,4,15
4135362,5040222,2006-10-08 12:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,4.0,41.750809487,-87.59303986,1186255.0,1852655.0,2006,10,8,6,12
6246762,2084515,2002-04-10 16:18:11,BATTERY,SIMPLE,OTHER,False,False,11.0,41.876808028,-87.70109091299999,1156433.0,1898333.0,2002,4,10,2,16
4743822,4070610,2005-06-10 12:00:00,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,14.0,41.918408656,-87.683521522,1161103.0,1913528.0,2005,6,10,4,12
3183719,6670060,2008-12-19 04:10:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,12.0,41.855713205,-87.656358391,1168676.0,1890739.0,2008,12,19,4,4
6228980,2106270,2002-04-23 21:55:00,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,11.0,41.877449135,-87.69494878100001,1158104.0,1898579.0,2002,4,23,1,21
5277799,3288843,2004-04-17 14:15:00,BATTERY,SIMPLE,SIDEWALK,False,False,19.0,41.944503325999996,-87.64763826299999,1170793.0,1923113.0,2004,4,17,5,14
3794317,5674419,2007-07-23 18:45:00,CRIMINAL TRESPASS,TO LAND,OTHER,False,False,4.0,41.74205425,-87.562438056,1194634.0,1849538.0,2007,7,23,0,18
2688962,7441265,2010-04-05 03:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,5.0,41.683945618,-87.619729715,1179174.0,1828229.0,2010,4,5,0,3
4427576,4608769,2006-02-19 07:40:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,12.0,41.881909111999995,-87.70450351,1155490.0,1900185.0,2006,2,19,6,7
1087661,10003582,2015-03-21 08:45:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,HOSPITAL BUILDING/GROUNDS,False,False,12.0,41.874180626,-87.66785807,1165491.0,1897444.0,2015,3,21,5,8
2458304,7794151,2010-11-06 08:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,4.0,41.740143754,-87.545378898,1199296.0,1848884.0,2010,11,6,5,8
900125,10324873,2015-11-24 22:00:00,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,False,False,4.0,41.736465005999996,-87.573284056,1191692.0,1847475.0,2015,11,24,1,22
4304742,4772519,2006-05-31 06:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,25.0,41.903319077,-87.72631932600001,1149494.0,1907944.0,2006,5,31,2,6
2288901,8063464,2011-05-13 19:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,24.0,42.000635189,-87.66802838,1165087.0,1943524.0,2011,5,13,4,19
5827493,2597274,2003-02-18 05:30:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,8.0,41.788987036,-87.74147999,1145654.0,1866253.0,2003,2,18,1,5
6374133,1914084,2001-12-28 15:00:00,BATTERY,SIMPLE,RESIDENCE,False,False,4.0,41.737304785999996,-87.54598151200001,1199141.0,1847848.0,2001,12,28,4,15
4250473,4856740,2006-07-11 19:30:00,ROBBERY,ARMED: HANDGUN,STREET,False,False,5.0,41.694120148,-87.62793982299999,1176901.0,1831918.0,2006,7,11,1,19
1915800,8647457,2012-06-06 20:30:00,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,19.0,41.967532721,-87.667214636,1165402.0,1931463.0,2012,6,6,2,20
2140453,8290732,2011-10-03 07:45:00,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,16.0,41.966728607,-87.767445112,1138146.0,1930974.0,2011,10,3,0,7
4927987,3746494,2005-01-10 02:19:37,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,6.0,41.75402749,-87.60403053200001,1183246.0,1853802.0,2005,1,10,0,2
2888485,7134773,2009-09-17 07:35:00,ASSAULT,SIMPLE,APARTMENT,False,True,2.0,41.792982898000005,-87.61714639600001,1179549.0,1867967.0,2009,9,17,3,7
3781826,5697382,2007-08-01 22:24:44,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,7.0,41.764116233,-87.65615284200001,1168995.0,1857362.0,2007,8,1,2,22
5149190,3443026,2004-07-21 18:28:36,BATTERY,SIMPLE,APARTMENT,False,False,3.0,41.767328645,-87.573887599,1191428.0,1858720.0,2004,7,21,2,18
614641,10788733,2016-12-19 12:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,7.0,41.771730602,-87.655508211,1169149.0,1860138.0,2016,12,19,0,12
3097073,6808485,2009-03-16 20:30:00,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,True,False,8.0,41.778308372,-87.700684485,1156808.0,1862441.0,2009,3,16,0,20
6621670,1607155,2001-06-29 22:39:35,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE PORCH/HALLWAY,False,True,6.0,41.754557715,-87.641850179,1172925.0,1853910.0,2001,6,29,4,22
3440920,6266220,2008-05-22 19:00:00,THEFT,OVER $500,STREET,False,False,14.0,41.907457643,-87.67506194399999,1163436.0,1909555.0,2008,5,22,3,19
1611307,9130797,2013-05-15 13:30:00,THEFT,$500 AND UNDER,CTA BUS,False,False,3.0,41.765162688000004,-87.624896894,1177519.0,1857812.0,2013,5,15,2,13
